mouse_ensembl_id,pos_id,mouse_gene_symbol,description,gene_biotype,chromosome_name,start_position,end_position,human_ensembl_id,human_gene_symbol
ENSMUSG00000000126,11:35809358-63627072,Wnt9a,"wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]",protein_coding,11,59197754,59224378,ENSG00000143816,WNT9A
ENSMUSG00000026348,1:115213254-128264383,Acmsd,amino carboxymuconate semialdehyde decarboxylase [Source:MGI Symbol;Acc:MGI:2386323],protein_coding,1,127657150,127695715,ENSG00000153086,ACMSD
ENSMUSG00000026348,1:115213602-128418981,Acmsd,amino carboxymuconate semialdehyde decarboxylase [Source:MGI Symbol;Acc:MGI:2386323],protein_coding,1,127657150,127695715,ENSG00000153086,ACMSD
ENSMUSG00000026349,1:115213254-128264383,Ccnt2,cyclin T2 [Source:MGI Symbol;Acc:MGI:1920199],protein_coding,1,127701901,127735798,ENSG00000082258,CCNT2
ENSMUSG00000026349,1:115213602-128418981,Ccnt2,cyclin T2 [Source:MGI Symbol;Acc:MGI:1920199],protein_coding,1,127701901,127735798,ENSG00000082258,CCNT2
ENSMUSG00000026353,1:115213254-128264383,Ubxn4,UBX domain protein 4 [Source:MGI Symbol;Acc:MGI:1915062],protein_coding,1,128171701,128207115,ENSG00000144224,UBXN4
ENSMUSG00000026353,1:115213602-128418981,Ubxn4,UBX domain protein 4 [Source:MGI Symbol;Acc:MGI:1915062],protein_coding,1,128171701,128207115,ENSG00000144224,UBXN4
ENSMUSG00000026354,1:115213254-128264383,Lct,lactase [Source:MGI Symbol;Acc:MGI:104576],protein_coding,1,128212493,128256055,ENSG00000115850,LCT
ENSMUSG00000026354,1:115213602-128418981,Lct,lactase [Source:MGI Symbol;Acc:MGI:104576],protein_coding,1,128212493,128256055,ENSG00000115850,LCT
ENSMUSG00000026355,1:115213254-128264383,Mcm6,minichromosome maintenance complex component 6 [Source:MGI Symbol;Acc:MGI:1298227],protein_coding,1,128259327,128287401,ENSG00000076003,MCM6
ENSMUSG00000026355,1:115213602-128418981,Mcm6,minichromosome maintenance complex component 6 [Source:MGI Symbol;Acc:MGI:1298227],protein_coding,1,128259327,128287401,ENSG00000076003,MCM6
ENSMUSG00000026356,1:115213602-128418981,Dars1,aspartyl-tRNA synthetase 1 [Source:MGI Symbol;Acc:MGI:2442544],protein_coding,1,128291444,128345105,ENSG00000115866,DARS1
ENSMUSG00000026374,1:115213254-128264383,Tsn,translin [Source:MGI Symbol;Acc:MGI:109263],protein_coding,1,118222508,118239469,ENSG00000211460,TSN
ENSMUSG00000026374,1:115213602-128418981,Tsn,translin [Source:MGI Symbol;Acc:MGI:109263],protein_coding,1,118222508,118239469,ENSG00000211460,TSN
ENSMUSG00000026377,1:115213254-128264383,Nifk,nucleolar protein interacting with the FHA domain of MKI67 [Source:MGI Symbol;Acc:MGI:1915199],protein_coding,1,118249569,118261552,ENSG00000155438,NIFK
ENSMUSG00000026377,1:115213602-128418981,Nifk,nucleolar protein interacting with the FHA domain of MKI67 [Source:MGI Symbol;Acc:MGI:1915199],protein_coding,1,118249569,118261552,ENSG00000155438,NIFK
ENSMUSG00000026380,1:115213254-128264383,Tfcp2l1,transcription factor CP2-like 1 [Source:MGI Symbol;Acc:MGI:2444691],protein_coding,1,118555675,118612898,ENSG00000115112,TFCP2L1
ENSMUSG00000026380,1:115213602-128418981,Tfcp2l1,transcription factor CP2-like 1 [Source:MGI Symbol;Acc:MGI:2444691],protein_coding,1,118555675,118612898,ENSG00000115112,TFCP2L1
ENSMUSG00000026383,1:115213254-128264383,Epb41l5,erythrocyte membrane protein band 4.1 like 5 [Source:MGI Symbol;Acc:MGI:103006],protein_coding,1,119472767,119576730,ENSG00000115109,EPB41L5
ENSMUSG00000026383,1:115213602-128418981,Epb41l5,erythrocyte membrane protein band 4.1 like 5 [Source:MGI Symbol;Acc:MGI:103006],protein_coding,1,119472767,119576730,ENSG00000115109,EPB41L5
ENSMUSG00000026384,1:115213254-128264383,Ptpn4,"protein tyrosine phosphatase, non-receptor type 4 [Source:MGI Symbol;Acc:MGI:1099792]",protein_coding,1,119580197,119765343,ENSG00000088179,PTPN4
ENSMUSG00000026384,1:115213602-128418981,Ptpn4,"protein tyrosine phosphatase, non-receptor type 4 [Source:MGI Symbol;Acc:MGI:1099792]",protein_coding,1,119580197,119765343,ENSG00000088179,PTPN4
ENSMUSG00000026385,1:115213254-128264383,Dbi,diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865],protein_coding,1,120041010,120048808,ENSG00000155368,DBI
ENSMUSG00000026385,1:115213602-128418981,Dbi,diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865],protein_coding,1,120041010,120048808,ENSG00000155368,DBI
ENSMUSG00000026387,1:115213254-128264383,Sctr,secretin receptor [Source:MGI Symbol;Acc:MGI:2441720],protein_coding,1,119934624,119991266,ENSG00000080293,SCTR
ENSMUSG00000026387,1:115213602-128418981,Sctr,secretin receptor [Source:MGI Symbol;Acc:MGI:2441720],protein_coding,1,119934624,119991266,ENSG00000080293,SCTR
ENSMUSG00000026389,1:115213254-128264383,Steap3,STEAP family member 3 [Source:MGI Symbol;Acc:MGI:1915678],protein_coding,1,120118487,120200435,ENSG00000115107,STEAP3
ENSMUSG00000026389,1:115213602-128418981,Steap3,STEAP family member 3 [Source:MGI Symbol;Acc:MGI:1915678],protein_coding,1,120118487,120200435,ENSG00000115107,STEAP3
ENSMUSG00000026390,1:115213254-128264383,Marco,macrophage receptor with collagenous structure [Source:MGI Symbol;Acc:MGI:1309998],protein_coding,1,120402267,120432753,ENSG00000019169,MARCO
ENSMUSG00000026390,1:115213602-128418981,Marco,macrophage receptor with collagenous structure [Source:MGI Symbol;Acc:MGI:1309998],protein_coding,1,120402267,120432753,ENSG00000019169,MARCO
ENSMUSG00000027115,2:106343051-134274315,Kif18a,kinesin family member 18A [Source:MGI Symbol;Acc:MGI:2446977],protein_coding,2,109111083,109172092,ENSG00000121621,KIF18A
ENSMUSG00000027115,2:106343051-138061588,Kif18a,kinesin family member 18A [Source:MGI Symbol;Acc:MGI:2446977],protein_coding,2,109111083,109172092,ENSG00000121621,KIF18A
ENSMUSG00000027115,2:108607222-137784113,Kif18a,kinesin family member 18A [Source:MGI Symbol;Acc:MGI:2446977],protein_coding,2,109111083,109172092,ENSG00000121621,KIF18A
ENSMUSG00000027120,2:106343051-134274315,Fshb,follicle stimulating hormone beta [Source:MGI Symbol;Acc:MGI:95582],protein_coding,2,106886485,106890001,ENSG00000131808,FSHB
ENSMUSG00000027120,2:106343051-138061588,Fshb,follicle stimulating hormone beta [Source:MGI Symbol;Acc:MGI:95582],protein_coding,2,106886485,106890001,ENSG00000131808,FSHB
ENSMUSG00000027122,2:106343051-134274315,Arl14ep,ADP-ribosylation factor-like 14 effector protein [Source:MGI Symbol;Acc:MGI:1926020],protein_coding,2,106792872,106804769,ENSG00000152219,ARL14EP
ENSMUSG00000027122,2:106343051-138061588,Arl14ep,ADP-ribosylation factor-like 14 effector protein [Source:MGI Symbol;Acc:MGI:1926020],protein_coding,2,106792872,106804769,ENSG00000152219,ARL14EP
ENSMUSG00000027130,2:106343051-134274315,Slc12a6,"solute carrier family 12, member 6 [Source:MGI Symbol;Acc:MGI:2135960]",protein_coding,2,112096170,112193508,ENSG00000140199,SLC12A6
ENSMUSG00000027130,2:106343051-138061588,Slc12a6,"solute carrier family 12, member 6 [Source:MGI Symbol;Acc:MGI:2135960]",protein_coding,2,112096170,112193508,ENSG00000140199,SLC12A6
ENSMUSG00000027130,2:108607222-137784113,Slc12a6,"solute carrier family 12, member 6 [Source:MGI Symbol;Acc:MGI:2135960]",protein_coding,2,112096170,112193508,ENSG00000140199,SLC12A6
ENSMUSG00000027131,2:106343051-134274315,Emc4,ER membrane protein complex subunit 4 [Source:MGI Symbol;Acc:MGI:1915282],protein_coding,2,112193356,112198372,ENSG00000128463,EMC4
ENSMUSG00000027131,2:106343051-138061588,Emc4,ER membrane protein complex subunit 4 [Source:MGI Symbol;Acc:MGI:1915282],protein_coding,2,112193356,112198372,ENSG00000128463,EMC4
ENSMUSG00000027131,2:108607222-137784113,Emc4,ER membrane protein complex subunit 4 [Source:MGI Symbol;Acc:MGI:1915282],protein_coding,2,112193356,112198372,ENSG00000128463,EMC4
ENSMUSG00000027132,2:106343051-134274315,Katnbl1,katanin p80 subunit B like 1 [Source:MGI Symbol;Acc:MGI:1919675],protein_coding,2,112209556,112244585,ENSG00000134152,KATNBL1
ENSMUSG00000027132,2:106343051-138061588,Katnbl1,katanin p80 subunit B like 1 [Source:MGI Symbol;Acc:MGI:1919675],protein_coding,2,112209556,112244585,ENSG00000134152,KATNBL1
ENSMUSG00000027132,2:108607222-137784113,Katnbl1,katanin p80 subunit B like 1 [Source:MGI Symbol;Acc:MGI:1919675],protein_coding,2,112209556,112244585,ENSG00000134152,KATNBL1
ENSMUSG00000027133,2:106343051-134274315,Nop10,NOP10 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1913431],protein_coding,2,112092271,112093614,ENSG00000182117,NOP10
ENSMUSG00000027133,2:106343051-138061588,Nop10,NOP10 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1913431],protein_coding,2,112092271,112093614,ENSG00000182117,NOP10
ENSMUSG00000027133,2:108607222-137784113,Nop10,NOP10 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1913431],protein_coding,2,112092271,112093614,ENSG00000182117,NOP10
ENSMUSG00000027134,2:106343051-134274315,Lpcat4,lysophosphatidylcholine acyltransferase 4 [Source:MGI Symbol;Acc:MGI:2138993],protein_coding,2,112069813,112077456,ENSG00000176454,LPCAT4
ENSMUSG00000027134,2:106343051-138061588,Lpcat4,lysophosphatidylcholine acyltransferase 4 [Source:MGI Symbol;Acc:MGI:2138993],protein_coding,2,112069813,112077456,ENSG00000176454,LPCAT4
ENSMUSG00000027134,2:108607222-137784113,Lpcat4,lysophosphatidylcholine acyltransferase 4 [Source:MGI Symbol;Acc:MGI:2138993],protein_coding,2,112069813,112077456,ENSG00000176454,LPCAT4
ENSMUSG00000027157,2:106343051-134274315,Potefam1,POTE ankyrin domain family member 1 [Source:MGI Symbol;Acc:MGI:1914825],protein_coding,2,110880755,111059948,ENSG00000188877,POTEA
ENSMUSG00000027157,2:106343051-138061588,Potefam1,POTE ankyrin domain family member 1 [Source:MGI Symbol;Acc:MGI:1914825],protein_coding,2,110880755,111059948,ENSG00000188877,POTEA
ENSMUSG00000027157,2:108607222-137784113,Potefam1,POTE ankyrin domain family member 1 [Source:MGI Symbol;Acc:MGI:1914825],protein_coding,2,110880755,111059948,ENSG00000188877,POTEA
ENSMUSG00000027160,2:106343051-134274315,Ccdc34,coiled-coil domain containing 34 [Source:MGI Symbol;Acc:MGI:1915451],protein_coding,2,109848162,110003705,ENSG00000109881,CCDC34
ENSMUSG00000027160,2:106343051-138061588,Ccdc34,coiled-coil domain containing 34 [Source:MGI Symbol;Acc:MGI:1915451],protein_coding,2,109848162,110003705,ENSG00000109881,CCDC34
ENSMUSG00000027160,2:108607222-137784113,Ccdc34,coiled-coil domain containing 34 [Source:MGI Symbol;Acc:MGI:1915451],protein_coding,2,109848162,110003705,ENSG00000109881,CCDC34
ENSMUSG00000027162,2:106343051-134274315,Lin7c,"lin-7 homolog C, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1330839]",protein_coding,2,109721198,109731348,ENSG00000148943,LIN7C
ENSMUSG00000027162,2:106343051-138061588,Lin7c,"lin-7 homolog C, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1330839]",protein_coding,2,109721198,109731348,ENSG00000148943,LIN7C
ENSMUSG00000027162,2:108607222-137784113,Lin7c,"lin-7 homolog C, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1330839]",protein_coding,2,109721198,109731348,ENSG00000148943,LIN7C
ENSMUSG00000027199,2:106343051-134274315,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:MGI Symbol;Acc:MGI:1914342],protein_coding,2,122424948,122441784,ENSG00000171766,GATM
ENSMUSG00000027199,2:106343051-138061588,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:MGI Symbol;Acc:MGI:1914342],protein_coding,2,122424948,122441784,ENSG00000171766,GATM
ENSMUSG00000027199,2:108607222-137784113,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:MGI Symbol;Acc:MGI:1914342],protein_coding,2,122424948,122441784,ENSG00000171766,GATM
ENSMUSG00000027200,2:106343051-134274315,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:MGI Symbol;Acc:MGI:2387661]",protein_coding,2,123931889,124509690,ENSG00000137872,SEMA6D
ENSMUSG00000027200,2:106343051-138061588,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:MGI Symbol;Acc:MGI:2387661]",protein_coding,2,123931889,124509690,ENSG00000137872,SEMA6D
ENSMUSG00000027200,2:108607222-137784113,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:MGI Symbol;Acc:MGI:2387661]",protein_coding,2,123931889,124509690,ENSG00000137872,SEMA6D
ENSMUSG00000027201,2:106343051-134274315,Myef2,"myelin basic protein expression factor 2, repressor [Source:MGI Symbol;Acc:MGI:104592]",protein_coding,2,124926548,124965581,ENSG00000104177,MYEF2
ENSMUSG00000027201,2:106343051-138061588,Myef2,"myelin basic protein expression factor 2, repressor [Source:MGI Symbol;Acc:MGI:104592]",protein_coding,2,124926548,124965581,ENSG00000104177,MYEF2
ENSMUSG00000027201,2:108607222-137784113,Myef2,"myelin basic protein expression factor 2, repressor [Source:MGI Symbol;Acc:MGI:104592]",protein_coding,2,124926548,124965581,ENSG00000104177,MYEF2
ENSMUSG00000027202,2:106343051-134274315,Slc12a1,"solute carrier family 12, member 1 [Source:MGI Symbol;Acc:MGI:103150]",protein_coding,2,124994425,125071922,ENSG00000074803,SLC12A1
ENSMUSG00000027202,2:106343051-138061588,Slc12a1,"solute carrier family 12, member 1 [Source:MGI Symbol;Acc:MGI:103150]",protein_coding,2,124994425,125071922,ENSG00000074803,SLC12A1
ENSMUSG00000027202,2:108607222-137784113,Slc12a1,"solute carrier family 12, member 1 [Source:MGI Symbol;Acc:MGI:103150]",protein_coding,2,124994425,125071922,ENSG00000074803,SLC12A1
ENSMUSG00000027203,2:106343051-134274315,Dut,deoxyuridine triphosphatase [Source:MGI Symbol;Acc:MGI:1346051],protein_coding,2,125089110,125100528,ENSG00000128951,DUT
ENSMUSG00000027203,2:106343051-138061588,Dut,deoxyuridine triphosphatase [Source:MGI Symbol;Acc:MGI:1346051],protein_coding,2,125089110,125100528,ENSG00000128951,DUT
ENSMUSG00000027203,2:108607222-137784113,Dut,deoxyuridine triphosphatase [Source:MGI Symbol;Acc:MGI:1346051],protein_coding,2,125089110,125100528,ENSG00000128951,DUT
ENSMUSG00000027204,2:106343051-134274315,Fbn1,fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489],protein_coding,2,125142514,125349913,ENSG00000166147,FBN1
ENSMUSG00000027204,2:106343051-138061588,Fbn1,fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489],protein_coding,2,125142514,125349913,ENSG00000166147,FBN1
ENSMUSG00000027204,2:108607222-137784113,Fbn1,fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489],protein_coding,2,125142514,125349913,ENSG00000166147,FBN1
ENSMUSG00000027206,2:106343051-134274315,Cops2,COP9 signalosome subunit 2 [Source:MGI Symbol;Acc:MGI:1330276],protein_coding,2,125672224,125701059,ENSG00000166200,COPS2
ENSMUSG00000027206,2:106343051-138061588,Cops2,COP9 signalosome subunit 2 [Source:MGI Symbol;Acc:MGI:1330276],protein_coding,2,125672224,125701059,ENSG00000166200,COPS2
ENSMUSG00000027206,2:108607222-137784113,Cops2,COP9 signalosome subunit 2 [Source:MGI Symbol;Acc:MGI:1330276],protein_coding,2,125672224,125701059,ENSG00000166200,COPS2
ENSMUSG00000027207,2:106343051-134274315,Galk2,galactokinase 2 [Source:MGI Symbol;Acc:MGI:1917226],protein_coding,2,125701029,125826219,ENSG00000156958,GALK2
ENSMUSG00000027207,2:106343051-138061588,Galk2,galactokinase 2 [Source:MGI Symbol;Acc:MGI:1917226],protein_coding,2,125701029,125826219,ENSG00000156958,GALK2
ENSMUSG00000027207,2:108607222-137784113,Galk2,galactokinase 2 [Source:MGI Symbol;Acc:MGI:1917226],protein_coding,2,125701029,125826219,ENSG00000156958,GALK2
ENSMUSG00000027208,2:106343051-134274315,Fgf7,fibroblast growth factor 7 [Source:MGI Symbol;Acc:MGI:95521],protein_coding,2,125876578,125933105,ENSG00000140285,FGF7
ENSMUSG00000027208,2:106343051-138061588,Fgf7,fibroblast growth factor 7 [Source:MGI Symbol;Acc:MGI:95521],protein_coding,2,125876578,125933105,ENSG00000140285,FGF7
ENSMUSG00000027208,2:108607222-137784113,Fgf7,fibroblast growth factor 7 [Source:MGI Symbol;Acc:MGI:95521],protein_coding,2,125876578,125933105,ENSG00000140285,FGF7
ENSMUSG00000027209,2:106343051-134274315,Fam227b,"family with sequence similarity 227, member B [Source:MGI Symbol;Acc:MGI:1923073]",protein_coding,2,125825403,125993924,ENSG00000166262,FAM227B
ENSMUSG00000027209,2:106343051-138061588,Fam227b,"family with sequence similarity 227, member B [Source:MGI Symbol;Acc:MGI:1923073]",protein_coding,2,125825403,125993924,ENSG00000166262,FAM227B
ENSMUSG00000027209,2:108607222-137784113,Fam227b,"family with sequence similarity 227, member B [Source:MGI Symbol;Acc:MGI:1923073]",protein_coding,2,125825403,125993924,ENSG00000166262,FAM227B
ENSMUSG00000027210,2:106343051-134274315,Meis2,Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564],protein_coding,2,115693545,115896320,ENSG00000134138,MEIS2
ENSMUSG00000027210,2:106343051-138061588,Meis2,Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564],protein_coding,2,115693545,115896320,ENSG00000134138,MEIS2
ENSMUSG00000027210,2:108607222-137784113,Meis2,Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564],protein_coding,2,115693545,115896320,ENSG00000134138,MEIS2
ENSMUSG00000027219,2:106343051-134274315,Slc28a2,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2 [Source:MGI Symbol;Acc:MGI:1913105]",protein_coding,2,122256958,122291618,ENSG00000137860,SLC28A2
ENSMUSG00000027219,2:106343051-138061588,Slc28a2,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2 [Source:MGI Symbol;Acc:MGI:1913105]",protein_coding,2,122256958,122291618,ENSG00000137860,SLC28A2
ENSMUSG00000027219,2:108607222-137784113,Slc28a2,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2 [Source:MGI Symbol;Acc:MGI:1913105]",protein_coding,2,122256958,122291618,ENSG00000137860,SLC28A2
ENSMUSG00000027224,2:106343051-134274315,Duoxa1,dual oxidase maturation factor 1 [Source:MGI Symbol;Acc:MGI:2384861],protein_coding,2,122132672,122144211,ENSG00000140254,DUOXA1
ENSMUSG00000027224,2:106343051-138061588,Duoxa1,dual oxidase maturation factor 1 [Source:MGI Symbol;Acc:MGI:2384861],protein_coding,2,122132672,122144211,ENSG00000140254,DUOXA1
ENSMUSG00000027224,2:108607222-137784113,Duoxa1,dual oxidase maturation factor 1 [Source:MGI Symbol;Acc:MGI:2384861],protein_coding,2,122132672,122144211,ENSG00000140254,DUOXA1
ENSMUSG00000027225,2:106343051-134274315,Duoxa2,dual oxidase maturation factor 2 [Source:MGI Symbol;Acc:MGI:1914061],protein_coding,2,122129381,122133366,ENSG00000140274,DUOXA2
ENSMUSG00000027225,2:106343051-138061588,Duoxa2,dual oxidase maturation factor 2 [Source:MGI Symbol;Acc:MGI:1914061],protein_coding,2,122129381,122133366,ENSG00000140274,DUOXA2
ENSMUSG00000027225,2:108607222-137784113,Duoxa2,dual oxidase maturation factor 2 [Source:MGI Symbol;Acc:MGI:1914061],protein_coding,2,122129381,122133366,ENSG00000140274,DUOXA2
ENSMUSG00000027227,2:106343051-134274315,Sord,sorbitol dehydrogenase [Source:MGI Symbol;Acc:MGI:98266],protein_coding,2,122065230,122095821,ENSG00000140263,SORD
ENSMUSG00000027227,2:106343051-138061588,Sord,sorbitol dehydrogenase [Source:MGI Symbol;Acc:MGI:98266],protein_coding,2,122065230,122095821,ENSG00000140263,SORD
ENSMUSG00000027227,2:108607222-137784113,Sord,sorbitol dehydrogenase [Source:MGI Symbol;Acc:MGI:98266],protein_coding,2,122065230,122095821,ENSG00000140263,SORD
ENSMUSG00000027229,2:106343051-134274315,Terb2,telomere repeat binding bouquet formation protein 2 [Source:MGI Symbol;Acc:MGI:1921651],protein_coding,2,122016753,122036878,ENSG00000167014,TERB2
ENSMUSG00000027229,2:106343051-138061588,Terb2,telomere repeat binding bouquet formation protein 2 [Source:MGI Symbol;Acc:MGI:1921651],protein_coding,2,122016753,122036878,ENSG00000167014,TERB2
ENSMUSG00000027229,2:108607222-137784113,Terb2,telomere repeat binding bouquet formation protein 2 [Source:MGI Symbol;Acc:MGI:1921651],protein_coding,2,122016753,122036878,ENSG00000167014,TERB2
ENSMUSG00000027233,2:106343051-134274315,Patl2,protein associated with topoisomerase II homolog 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914828],protein_coding,2,121950589,122016670,ENSG00000229474,PATL2
ENSMUSG00000027233,2:106343051-138061588,Patl2,protein associated with topoisomerase II homolog 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914828],protein_coding,2,121950589,122016670,ENSG00000229474,PATL2
ENSMUSG00000027233,2:108607222-137784113,Patl2,protein associated with topoisomerase II homolog 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914828],protein_coding,2,121950589,122016670,ENSG00000229474,PATL2
ENSMUSG00000027236,2:106343051-134274315,Eif3j1,"eukaryotic translation initiation factor 3, subunit J1 [Source:MGI Symbol;Acc:MGI:1925905]",protein_coding,2,121859027,121887079,ENSG00000104131,EIF3J
ENSMUSG00000027236,2:106343051-138061588,Eif3j1,"eukaryotic translation initiation factor 3, subunit J1 [Source:MGI Symbol;Acc:MGI:1925905]",protein_coding,2,121859027,121887079,ENSG00000104131,EIF3J
ENSMUSG00000027236,2:108607222-137784113,Eif3j1,"eukaryotic translation initiation factor 3, subunit J1 [Source:MGI Symbol;Acc:MGI:1925905]",protein_coding,2,121859027,121887079,ENSG00000104131,EIF3J
ENSMUSG00000027238,2:106343051-134274315,Frmd5,FERM domain containing 5 [Source:MGI Symbol;Acc:MGI:2442557],protein_coding,2,121376010,121637568,ENSG00000171877,FRMD5
ENSMUSG00000027238,2:106343051-138061588,Frmd5,FERM domain containing 5 [Source:MGI Symbol;Acc:MGI:2442557],protein_coding,2,121376010,121637568,ENSG00000171877,FRMD5
ENSMUSG00000027238,2:108607222-137784113,Frmd5,FERM domain containing 5 [Source:MGI Symbol;Acc:MGI:2442557],protein_coding,2,121376010,121637568,ENSG00000171877,FRMD5
ENSMUSG00000027242,2:106343051-134274315,Wdr76,WD repeat domain 76 [Source:MGI Symbol;Acc:MGI:1926186],protein_coding,2,121337204,121375341,ENSG00000092470,WDR76
ENSMUSG00000027242,2:106343051-138061588,Wdr76,WD repeat domain 76 [Source:MGI Symbol;Acc:MGI:1926186],protein_coding,2,121337204,121375341,ENSG00000092470,WDR76
ENSMUSG00000027242,2:108607222-137784113,Wdr76,WD repeat domain 76 [Source:MGI Symbol;Acc:MGI:1926186],protein_coding,2,121337204,121375341,ENSG00000092470,WDR76
ENSMUSG00000027245,2:106343051-134274315,Hypk,huntingtin interacting protein K [Source:MGI Symbol;Acc:MGI:1914943],protein_coding,2,121283771,121289153,ENSG00000242028,HYPK
ENSMUSG00000027245,2:106343051-138061588,Hypk,huntingtin interacting protein K [Source:MGI Symbol;Acc:MGI:1914943],protein_coding,2,121283771,121289153,ENSG00000242028,HYPK
ENSMUSG00000027245,2:108607222-137784113,Hypk,huntingtin interacting protein K [Source:MGI Symbol;Acc:MGI:1914943],protein_coding,2,121283771,121289153,ENSG00000242028,HYPK
ENSMUSG00000027246,2:106343051-134274315,Ell3,elongation factor RNA polymerase II-like 3 [Source:MGI Symbol;Acc:MGI:2673679],protein_coding,2,121269491,121274759,ENSG00000128886,ELL3
ENSMUSG00000027246,2:106343051-138061588,Ell3,elongation factor RNA polymerase II-like 3 [Source:MGI Symbol;Acc:MGI:2673679],protein_coding,2,121269491,121274759,ENSG00000128886,ELL3
ENSMUSG00000027246,2:108607222-137784113,Ell3,elongation factor RNA polymerase II-like 3 [Source:MGI Symbol;Acc:MGI:2673679],protein_coding,2,121269491,121274759,ENSG00000128886,ELL3
ENSMUSG00000027248,2:106343051-134274315,Pdia3,protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834],protein_coding,2,121244256,121269168,ENSG00000167004,PDIA3
ENSMUSG00000027248,2:106343051-138061588,Pdia3,protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834],protein_coding,2,121244256,121269168,ENSG00000167004,PDIA3
ENSMUSG00000027248,2:108607222-137784113,Pdia3,protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834],protein_coding,2,121244256,121269168,ENSG00000167004,PDIA3
ENSMUSG00000027254,2:106343051-134274315,Map1a,microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776],protein_coding,2,121120081,121141313,ENSG00000166963,MAP1A
ENSMUSG00000027254,2:106343051-138061588,Map1a,microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776],protein_coding,2,121120081,121141313,ENSG00000166963,MAP1A
ENSMUSG00000027254,2:108607222-137784113,Map1a,microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776],protein_coding,2,121120081,121141313,ENSG00000166963,MAP1A
ENSMUSG00000027259,2:106343051-134274315,Adal,adenosine deaminase-like [Source:MGI Symbol;Acc:MGI:1923144],protein_coding,2,120970909,120987161,ENSG00000168803,MAPDA
ENSMUSG00000027259,2:106343051-138061588,Adal,adenosine deaminase-like [Source:MGI Symbol;Acc:MGI:1923144],protein_coding,2,120970909,120987161,ENSG00000168803,MAPDA
ENSMUSG00000027259,2:108607222-137784113,Adal,adenosine deaminase-like [Source:MGI Symbol;Acc:MGI:1923144],protein_coding,2,120970909,120987161,ENSG00000168803,MAPDA
ENSMUSG00000027261,2:106343051-138061588,Hao1,"hydroxyacid oxidase 1, liver [Source:MGI Symbol;Acc:MGI:96011]",protein_coding,2,134339281,134396288,ENSG00000101323,HAO1
ENSMUSG00000027261,2:108607222-137784113,Hao1,"hydroxyacid oxidase 1, liver [Source:MGI Symbol;Acc:MGI:96011]",protein_coding,2,134339281,134396288,ENSG00000101323,HAO1
ENSMUSG00000027263,2:106343051-134274315,Tubgcp4,"tubulin, gamma complex component 4 [Source:MGI Symbol;Acc:MGI:1196293]",protein_coding,2,121001135,121029251,ENSG00000137822,TUBGCP4
ENSMUSG00000027263,2:106343051-138061588,Tubgcp4,"tubulin, gamma complex component 4 [Source:MGI Symbol;Acc:MGI:1196293]",protein_coding,2,121001135,121029251,ENSG00000137822,TUBGCP4
ENSMUSG00000027263,2:108607222-137784113,Tubgcp4,"tubulin, gamma complex component 4 [Source:MGI Symbol;Acc:MGI:1196293]",protein_coding,2,121001135,121029251,ENSG00000137822,TUBGCP4
ENSMUSG00000027270,2:106343051-138061588,Lamp5,"lysosomal-associated membrane protein family, member 5 [Source:MGI Symbol;Acc:MGI:1923411]",protein_coding,2,135894159,135911837,ENSG00000125869,LAMP5
